,Popularity,Region,TERM,Full Form | Definition | Meaning,MainCategory,SubCategory
16446,40,United,RCM,Royal College of Music,Academic & Science,Universities & Institutions
16447,40,Canada,RCM,Royal Conservatory of Music,Academic & Science,Universities & Institutions
16448,40,Worldwide,RCM,Reverse Cuthill–McKee,Academic & Science,Mathematics
16449,40,Canada,RCM,Regional County Municipality,Governmental,Departments & Agencies
16450,40,Australia,RCM,Richmond Airport,Transport & Travel,Airport Codes
16451,20,United,RCM,Royal Cornwall Museum,Regional,Buildings & Landmarks
16452,20,Worldwide,RCM,Reciprocating Chemical Muscle,Technology,Tech Terms
16453,10,Canada,RCM,Rassemblement des citoyens et des citoyennes de Montréal,Governmental,Politics
16454,10,United,RCM,Regimental Corporal Major,Governmental,Military
16455,40,Worldwide,RCMAS,Revised Children's Manifest Anxiety Scale,Medical,Psychology
16456,20,India,RCMAS,Rajagiri College of Management and Applied Sciences,Academic & Science,Universities & Institutions
16457,80,United,RCPCH,Royal College of Paediatrics and Child Health,Associations & Organizations,Professional Associations
16458,50,Worldwide,RCSC,Roman Catholic Syrian Christian,Society & Culture,Religion & Spirituality
16459,40,Bhutan,RCSC,Royal Civil Service Commission,Governmental,Departments & Agencies
16460,30,China,RCSC,Red Cross Society of China,Associations & Organizations,Social Welfare Organizations
16461,30,Belgium,RCSC,Royal Charleroi Sporting Club,Sports & Games,Football
16462,30,Worldwide,RCSC,Research Council on Structural Connections,Associations & Organizations,Trade Associations
16463,30,Canada,RCSC,Royal Canadian Sea Cadets,Associations & Organizations,Regional Organizations
16464,20,United,RCSC,Retailing and Consumer Sciences,Academic & Science,Courses
16465,20,Australia,RCSC,Red Cliffs Secondary College,Academic & Science,Universities & Institutions
16466,10,Australia,RCSC,Ryde Community and Sports Centre,Regional,Buildings & Landmarks
16467,80,Worldwide,RCT,Root Canal Treatment,Medical,Treatments & Procedures
16468,70,Worldwide,RCT,Randomized Control Trial,Academic & Science,Research & Development
16469,30,Worldwide,RCT,Reverse Conducting Thyristor,Academic & Science,Electrical
16470,30,Worldwide,RCT,RollerCoaster Tycoon,Computing,Games & Entertainment
16471,30,United,RCT,Rhondda Cynon Taf,Regional,Provinces
16472,30,Worldwide,RCT,Recitation,Academic & Science,Exams & Tests
16473,20,United,RCT,Royal Corps of Transport,Governmental,Military
16474,20,United,RCT,Rose City Transit,Transport & Travel,Land Transport
16475,20,United,RCT,Rural Community Transportation,Transport & Travel,Land Transport
16476,10,Worldwide,RCT,Ritchey-Chrétien Telescope,Academic & Science,Astronomy & Space Science
16477,10,United,RCT,Regimental Combat Team,Governmental,Military
16478,30,Worldwide,RCx,Ramus Circumflexus,Medical,Anatomy & Physiology
16479,10,Worldwide,RCX,Robotic Command eXplorer,Technology,Robotics & Automation
16480,90,Worldwide,Rd,Road,Transport & Travel,Roads & Highways
16481,50,India,RD,Recurring Deposit,Business,Banking
16482,50,Worldwide,RD,Reader’s Digest,News & Entertainment,Journals & Publications
16483,50,Worldwide,RD,Retinal Detachment,Medical,Diseases & Conditions
16484,50,Worldwide,RD,Registered Dietitian,Business,Job Titles
16485,40,Worldwide,Rd,Rutherford,Academic & Science,Units
16486,40,Japan,RD,Real Drive,News & Entertainment,TV & Radio
16487,30,Albania,RD,Rilindja Demokratike,News & Entertainment,Journals & Publications
16488,30,Worldwide,RD,Reservoir Dogs,News & Entertainment,Movies & Film
16489,30,Worldwide,RD,Rata Die,Academic & Science,Mathematics
16490,30,Worldwide,RD,Resident Director,Academic & Science,Universities & Institutions
16491,20,United,RD,Reserve Decoration,Governmental,Military
16492,20,Japan,RD,Radical Dreamers,Computing,Games & Entertainment
16493,20,France,RD,Rassemblement démocrate,Governmental,Politics
16494,20,United,RD,Ryan International Airlines,Transport & Travel,Airline Codes
16495,10,India,RD,Ram Dayalu Nagar railway station,Transport & Travel,IRCTC Station Codes
16496,80,Worldwide,RDBMS,Relational Database Management System,Computing,Databases
16497,60,Worldwide,RDD,Random Digit Dialing,Business,Business Terms
16498,50,Worldwide,RDD,Resilient Distributed Dataset,Computing,Programming & Development
16499,50,Brazil,RDD,Regime Disciplinar Diferenciado,Governmental,Law & Legal
16500,40,Worldwide,RDD,Radiological Dispersal Device,Governmental,Weapons & Forces
16501,40,Congo-Brazzavill,RDD,Rassemblement pour la Démocratie et le Développement,Governmental,Politics
16502,40,United,RDD,Redding Municipal Airport,Transport & Travel,Airport Codes
16503,40,Worldwide,RDD,Regression Discontinuity Design,Academic & Science,Mathematics
16504,40,Worldwide,RDD,Responsibility-Driven Design,Computing,Programming & Development
16505,40,Worldwide,RDD,Rosai–Dorfman Disease,Medical,Diseases & Conditions
16506,40,Worldwide,RDD,Radar Detector Detector,Technology,Instruments & Devices
16507,40,Worldwide,RDD,Rational Drug Design,Medical,Medicines & Drugs
16508,40,India,RDD,Rural Development Department,Governmental,Departments & Agencies
16509,40,Worldwide,RDD,Required Delivery Date,Business,Business Terms
16510,30,Worldwide,RDD,Replaceable Database Driver,Computing,Databases
16511,10,Worldwide,RDD,Renault Driver Development,Sports & Games,Motorsports
16512,10,Worldwide,RDD,Rubber Duck Debugging,Computing,Programming & Development
16513,10,Worldwide,RDD,RDF Declarative Description,Computing,Internet
16514,70,Worldwide,RDF,Resource Description Framework,Computing,Internet
16515,30,Worldwide,RDO,Remote Data Objects,Computing,Programming & Development
16516,20,Worldwide,RDO,Rate-Distortion Optimization,Computing,Compression & Encoding
16517,20,Worldwide,RDO,Raster Document Object,Computing,File Extensions
16518,20,India,RDO,Revenue Divisional Officer,Governmental,Titles
16519,10,India,RDO,Rural Development Organisation,Associations & Organizations,Regional Organizations
16520,20,Worldwide,RDRAM,Rambus Dynamic Random Access Memory,Computing,Hardware
16521,60,Bulgaria,RDSC,Rakovski Defence and Staff College,Academic & Science,Universities & Institutions
16522,30,Australia,RDSC,Reservoir District Secondary College,Academic & Science,Universities & Institutions
16523,20,India,RDSO,Research Design and Standards Organisation,Governmental,Departments & Agencies
16524,50,Worldwide,RDX,Royal Demolition eXplosive,Academic & Science,Chemistry
16525,50,Worldwide,Rebar,Reinforcing Bar,Academic & Science,Architecture & Constructions
16526,100,Worldwide,REC,Record,Technology,Tech Terms
16527,50,India,REC,Rural Electrification Corporation,Governmental,Firms & Organizations
16528,20,Norway,REC,Renewable Energy Corporation,Business,Companies & Corporations
16529,20,United,REC,Recruitment and Employment Confederation,Associations & Organizations,Professional Associations
16530,20,Brazil,REC,Recife/Guararapes–Gilberto Freyre International Airport,Transport & Travel,Airport Codes
16531,80,Worldwide,Red-Hat,"named from the red cap, the founder Marc Ewing use to wear",Business,Companies & Corporations
16532,50,Worldwide,Redis,Remote Dictionary Server,Computing,Databases
16533,70,Worldwide,Reebok,"name comes from the Afrikaans spelling of rhebok, a type of African antelope",Business,Companies & Corporations
16534,50,India,REET,Rajasthan Eligibility Examination for Teachers,Academic & Science,Exams & Tests
16535,40,United,REET,Real Estate Excise Tax,Governmental,Rules & Regulations
16536,30,Canada,REET,Regional Environmental Emergency Team,Associations & Organizations,Regional Organizations
16537,90,Worldwide,Ref,Reference,Academic & Science,Language & Linguistics
16538,40,United,REF,Rapid Equipping Force,Governmental,Military
16539,40,Worldwide,REF,Row Echelon Form,Academic & Science,Mathematics
16540,40,United,REF,Research Excellence Framework,Academic & Science,Research & Development
16541,60,Worldwide,Regd,Registered,Business,Business Terms
16542,60,Worldwide,RegEx,Regular Expression,Computing,Programming & Development
16543,80,Worldwide,REM,Rapid Eye Movement,Medical,Anatomy & Physiology
16544,40,United,REM,Resource Efficiency Manager,Governmental,Titles
16545,40,Worldwide,rem,roentgen equivalent man,Academic & Science,Units
16546,30,Worldwide,rem,Remainder,Academic & Science,Mathematics
16547,40,Worldwide,REML,Restricted Maximum Likelihood,Academic & Science,Mathematics
16548,80,Worldwide,REN,Ringer Equivalence Number,Technology,Communication
16549,50,Worldwide,Renault,"named after its founder, Louis Renault",Business,Companies & Corporations
16550,60,Worldwide,Repo,Repository,Computing,General Computing
16551,40,Worldwide,repo,Repurchase Option,Business,Finance
16552,20,Worldwide,REPO,Remote Emergency Power Off,Computing,Hardware
16553,70,Worldwide,RER,Real Exchange Rate,Business,Business Terms
16554,40,France,RER,Réseau Express Régional,Transport & Travel,Rail Transport
16555,30,Worldwide,RER,Respiratory Exchange Ratio,Medical,Anatomy & Physiology
16556,30,Guatemala,RER,Base Aerea Del Sur Airport,Transport & Travel,Airport Codes
16557,20,Worldwide,RER,Rough Endoplasmic Reticulum,Medical,Anatomy & Physiology
16558,50,India,RERA,"Real Estate Regulatory Act, 2016",Governmental,Law & Legal
16559,40,India,RERA,Real Estate Regulatory Authority,Governmental,Departments & Agencies
16560,40,United,RERA,Real Estate Regulatory Agency,Governmental,Departments & Agencies
16561,40,Worldwide,RERA,Respiratory Effort Related Arousal,Medical,Diseases & Conditions
16562,40,Worldwide,RESS,REsponsive Web Design + Server Side Components,Computing,Internet
16563,30,Canada,RESS,Ryerson Engineering Student Society,Associations & Organizations,Educational Organizations
16564,20,Worldwide,RESS,Rechargeable Energy Storage System,Academic & Science,Electrical
16565,20,Worldwide,RESS,Rapid Expansion of Supercritical Solutions,Academic & Science,Engineering
16566,20,Japan,RESTEC,Remote Sensing Technology Center of Japan,Associations & Organizations,Professional Associations
16567,50,Worldwide,Retd,Retired,Academic & Science,Language & Linguistics
16568,40,Worldwide,RETD,Renewable Energy Technology Deployment,Associations & Organizations,Technological Organizations
16569,90,Worldwide,Rev,Reverend,Academic & Science,Language & Linguistics
16570,40,Worldwide,rev,Revolution,Academic & Science,Units
16571,90,Worldwide,RF,Radio Frequency,Academic & Science,Electronics
16572,80,Worldwide,RFA,RadioFrequency Ablation,Medical,Diseases & Conditions
16573,60,Worldwide,RFA,Request For Application(s),Business,Business Terms
16574,40,Worldwide,RFA,Radio Free Asia,News & Entertainment,TV & Radio
16575,40,United,RFA,Renewable Fuels Association,Associations & Organizations,Regional Organizations
16576,40,United,RFA,Royal Fleet Auxiliary,Governmental,Military
16577,20,Afghanistan,RFA,Radio Free Afghanistan,News & Entertainment,TV & Radio
16578,20,Central,RFA,Rafaï Airport,Transport & Travel,Airport Codes
16579,20,Worldwide,rfa,Revit Family file,Computing,File Extensions
16580,70,Worldwide,RFC,Request for Comments,Computing,Internet
16581,40,United,RFC,Rangers Football Club,Associations & Organizations,Sports & Recreation Organizations
16582,30,Worldwide,RFC,Radio-Frequency Choke,Academic & Science,Electronics
16583,30,Worldwide,RFC,Regenerative Fuel Cell,Technology,Energy & Recycling
16584,20,United,RFC,Reconstruction Finance Corporation,Governmental,Departments & Agencies
16585,20,United,RFC,Royal Flying Corps,Governmental,Military
16586,20,India,RFC,Ramoji Film City,Regional,Buildings & Landmarks
16587,10,Worldwide,RFC,Racers for Christ,Associations & Organizations,Religious Organizations
16588,90,Worldwide,RFID,Radio Frequency IDentification,Academic & Science,Electronics
16589,10,United,RFND,Resource For Native Development,Regional,Organizations
16590,50,Worldwide,RFP,Request For Proposal,Business,Business Terms
16591,20,Worldwide,RFP,Reversed-Field Pinch,Technology,Instruments & Devices
16592,20,United,RFP,Rocky Flats Plant,Governmental,Firms & Organizations
16593,50,Worldwide,RFQ,Request for Quotation,Business,Business Operations
16594,20,Worldwide,RFQ,Radio-Frequency Quadrupole,Academic & Science,Physics
16595,90,Worldwide,RGB,Red-Green-Blue,Technology,Imaging & Printing
16596,30,India,RGGVY,राजीव गांधी ग्रामीण विद्युतीकरण योजना,Governmental,Policies & Programs
16597,50,United,RGJ,Reno Gazette-Journal,News & Entertainment,Journals & Publications
16598,40,Thailand,RGJ,Royal Golden Jubilee,Academic & Science,Universities & Institutions
16599,30,United,RGJ,Royal Green Jackets,Governmental,Military
16600,30,Worldwide,RGJ,Red Grape Juice,Society & Culture,Food & Drink
16601,20,Worldwide,RGJ,Raw Garlic Juice,Medical,Medicines & Drugs
16602,20,India,RGJ,Raiganj Railway Station,Transport & Travel,Railway Station Codes
16603,20,India,RGNIIPM,Rajiv Gandhi National Institute of Intellectual Property Management,Governmental,Firms & Organizations
16604,50,India,RGNIYD,Rajiv Gandhi National Institute of Youth Development,Academic & Science,Universities & Institutions
16605,20,India,RGPV,Rajiv Gandhi Proudyogiki Vishwavidyalaya,Academic & Science,Universities & Institutions
16606,40,India,RGUHS,Rajiv Gandhi University of Health Sciences,Academic & Science,Universities & Institutions
16607,80,Worldwide,RH,Relative Humidity,Academic & Science,Atmospheric Sciences
16608,70,Worldwide,RH,Red Hat,Business,Companies & Corporations
16609,70,United,RH,Restoration Hardware,Business,Companies & Corporations
16610,50,Worldwide,Rh,Rhesus factor,Medical,Anatomy & Physiology
16611,50,Worldwide,Rh,Rhodium,Academic & Science,Chemistry
16612,30,Indonesia,RH,Republic Express Airlines,Transport & Travel,Airline Codes
16613,30,United,RH,Redhill postcode area,Regional,Postal Codes
16614,20,United,RH,Ryan’s Hope,News & Entertainment,TV & Radio
16615,20,Worldwide,RH,Releasing Hormone,Medical,Anatomy & Physiology
16616,50,Worldwide,RHB,Right Handed Batsman,Sports & Games,Cricket
16617,40,India,RHB,Rajasthan Housing Board,Governmental,Departments & Agencies
16618,30,Malaysia,RHB,Rashid Hussein Bank,Business,Banking
16619,20,Switzerland,RhB,Rhätische Bahn,Business,Companies & Corporations
16620,20,United,RHB,Royal Hawaiian Band,News & Entertainment,Music
16621,20,Worldwide,RHCE,Red Hat Certified Engineer,Academic & Science,Exams & Tests
16622,10,Canada,RHCE,Red Hill Creek Expressway,Transport & Travel,Roads & Highways
16623,60,Worldwide,RIB,Rigid-Inflatable Boat,Transport & Travel,Water Transport
16624,50,Worldwide,RIB,Routing Information Base,Computing,Networking
16625,40,Romania,RIB,Romanian International Bank,Business,Banking
16626,40,Worldwide,RIB,Roman Inscriptions of Britain,News & Entertainment,Journals & Publications
16627,40,Bolivia,RIB,Riberalta Airport,Transport & Travel,Airport Codes
16628,40,France,RIB,Relevé d’Identité Bancaire,Business,Banking
16629,30,United,RIB,Retirement Insurance Benefits,Governmental,Policies & Programs
16630,30,United,RiB,Razed in Black,Arts,Musical groups
16631,30,Worldwide,RIB,Renderman Interface Bytestream,Computing,File Extensions
16632,40,India,RIICO,Rajasthan State Industrial Development and Investment Corporation,Governmental,Departments & Agencies
16633,40,India,RIL,Reliance Industries Limited,Business,Companies & Corporations
16634,30,Worldwide,RIL,Radio Interface Layer,Technology,Communication
16635,20,United,RIL,Garfield County Regional Airport,Transport & Travel,Airport Codes
